,model,dataset,fold,default_config,tuned_config
699,NeuralNetFastAI,blood-transfusion-service-center,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r156_BAG_L1
700,CatBoost,blood-transfusion-service-center,1,CatBoost_c1_BAG_L1,CatBoost_r164_BAG_L1
701,LightGBM,blood-transfusion-service-center,1,LightGBM_c1_BAG_L1,LightGBM_r46_BAG_L1
702,LinearModel,blood-transfusion-service-center,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
703,NeuralNetTorch,blood-transfusion-service-center,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r36_BAG_L1
704,RandomForest,blood-transfusion-service-center,1,RandomForest_c1_BAG_L1,RandomForest_r174_BAG_L1
705,XGBoost,blood-transfusion-service-center,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
706,NeuralNetFastAI,blood-transfusion-service-center,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r181_BAG_L1
707,CatBoost,blood-transfusion-service-center,2,CatBoost_c1_BAG_L1,CatBoost_r45_BAG_L1
708,LightGBM,blood-transfusion-service-center,2,LightGBM_c1_BAG_L1,LightGBM_r50_BAG_L1
709,LinearModel,blood-transfusion-service-center,2,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
710,NeuralNetTorch,blood-transfusion-service-center,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r32_BAG_L1
711,RandomForest,blood-transfusion-service-center,2,RandomForest_c1_BAG_L1,RandomForest_r174_BAG_L1
712,XGBoost,blood-transfusion-service-center,2,XGBoost_c1_BAG_L1,XGBoost_r68_BAG_L1
713,NeuralNetFastAI,blood-transfusion-service-center,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r147_BAG_L1
714,CatBoost,boston_corrected,0,CatBoost_c1_BAG_L1,CatBoost_r36_BAG_L1
715,LightGBM,boston_corrected,0,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
716,LinearModel,boston_corrected,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
717,NeuralNetTorch,boston_corrected,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r193_BAG_L1
718,RandomForest,boston_corrected,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
719,XGBoost,boston_corrected,0,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
720,NeuralNetFastAI,boston_corrected,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r54_BAG_L1
721,CatBoost,boston_corrected,1,CatBoost_c1_BAG_L1,CatBoost_r199_BAG_L1
722,LightGBM,boston_corrected,1,LightGBM_c1_BAG_L1,LightGBM_r42_BAG_L1
723,LinearModel,boston_corrected,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
724,NeuralNetTorch,boston_corrected,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
725,RandomForest,boston_corrected,1,RandomForest_c1_BAG_L1,RandomForest_r163_BAG_L1
726,XGBoost,boston_corrected,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
727,NeuralNetFastAI,boston_corrected,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r29_BAG_L1
728,CatBoost,boston_corrected,2,CatBoost_c1_BAG_L1,CatBoost_r197_BAG_L1
729,LightGBM,boston_corrected,2,LightGBM_c1_BAG_L1,LightGBM_r68_BAG_L1
730,LinearModel,boston_corrected,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
731,NeuralNetTorch,boston_corrected,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r145_BAG_L1
732,RandomForest,boston_corrected,2,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
733,XGBoost,boston_corrected,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
734,NeuralNetFastAI,boston_corrected,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
735,CatBoost,churn,0,CatBoost_c1_BAG_L1,CatBoost_r181_BAG_L1
736,LightGBM,churn,0,LightGBM_c1_BAG_L1,LightGBM_r73_BAG_L1
737,LinearModel,churn,0,LinearModel_c1_BAG_L1,LinearModel_r1_BAG_L1
738,NeuralNetTorch,churn,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
739,RandomForest,churn,0,RandomForest_c1_BAG_L1,RandomForest_r17_BAG_L1
740,XGBoost,churn,0,XGBoost_c1_BAG_L1,XGBoost_r145_BAG_L1
741,NeuralNetFastAI,churn,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r129_BAG_L1
742,CatBoost,churn,1,CatBoost_c1_BAG_L1,CatBoost_r128_BAG_L1
743,LightGBM,churn,1,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
744,LinearModel,churn,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
745,NeuralNetTorch,churn,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r142_BAG_L1
746,RandomForest,churn,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
747,XGBoost,churn,1,XGBoost_c1_BAG_L1,XGBoost_r123_BAG_L1
748,NeuralNetFastAI,churn,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r180_BAG_L1
749,CatBoost,churn,2,CatBoost_c1_BAG_L1,CatBoost_r119_BAG_L1
750,LightGBM,churn,2,LightGBM_c1_BAG_L1,LightGBM_r81_BAG_L1
751,LinearModel,churn,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
752,NeuralNetTorch,churn,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r80_BAG_L1
753,RandomForest,churn,2,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
754,XGBoost,churn,2,XGBoost_c1_BAG_L1,XGBoost_r194_BAG_L1
755,NeuralNetFastAI,churn,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r67_BAG_L1
756,CatBoost,climate-model-simulation-crashes,0,CatBoost_c1_BAG_L1,CatBoost_r172_BAG_L1
757,LightGBM,climate-model-simulation-crashes,0,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
758,LinearModel,climate-model-simulation-crashes,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
759,NeuralNetTorch,climate-model-simulation-crashes,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r2_BAG_L1
760,RandomForest,climate-model-simulation-crashes,0,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
761,XGBoost,climate-model-simulation-crashes,0,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
762,NeuralNetFastAI,climate-model-simulation-crashes,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r182_BAG_L1
763,CatBoost,climate-model-simulation-crashes,1,CatBoost_c1_BAG_L1,CatBoost_r52_BAG_L1
764,LightGBM,climate-model-simulation-crashes,1,LightGBM_c1_BAG_L1,LightGBM_r165_BAG_L1
765,LinearModel,climate-model-simulation-crashes,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
766,NeuralNetTorch,climate-model-simulation-crashes,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r158_BAG_L1
767,RandomForest,climate-model-simulation-crashes,1,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
768,XGBoost,climate-model-simulation-crashes,1,XGBoost_c1_BAG_L1,XGBoost_r148_BAG_L1
769,NeuralNetFastAI,climate-model-simulation-crashes,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r37_BAG_L1
770,CatBoost,climate-model-simulation-crashes,2,CatBoost_c1_BAG_L1,CatBoost_r100_BAG_L1
771,LightGBM,climate-model-simulation-crashes,2,LightGBM_c1_BAG_L1,LightGBM_r197_BAG_L1
772,LinearModel,climate-model-simulation-crashes,2,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
773,NeuralNetTorch,climate-model-simulation-crashes,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r24_BAG_L1
774,RandomForest,climate-model-simulation-crashes,2,RandomForest_c1_BAG_L1,RandomForest_r155_BAG_L1
775,XGBoost,climate-model-simulation-crashes,2,XGBoost_c1_BAG_L1,XGBoost_r7_BAG_L1
776,NeuralNetFastAI,climate-model-simulation-crashes,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r13_BAG_L1
777,CatBoost,colleges_usnews,0,CatBoost_c1_BAG_L1,CatBoost_r73_BAG_L1
778,LightGBM,colleges_usnews,0,LightGBM_c1_BAG_L1,LightGBM_r49_BAG_L1
779,LinearModel,colleges_usnews,0,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
780,NeuralNetTorch,colleges_usnews,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r111_BAG_L1
781,RandomForest,colleges_usnews,0,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
782,XGBoost,colleges_usnews,0,XGBoost_c1_BAG_L1,XGBoost_r83_BAG_L1
783,NeuralNetFastAI,colleges_usnews,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r26_BAG_L1
784,CatBoost,colleges_usnews,1,CatBoost_c1_BAG_L1,CatBoost_r60_BAG_L1
785,LightGBM,colleges_usnews,1,LightGBM_c1_BAG_L1,LightGBM_r158_BAG_L1
786,LinearModel,colleges_usnews,1,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
787,NeuralNetTorch,colleges_usnews,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r114_BAG_L1
788,RandomForest,colleges_usnews,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
789,XGBoost,colleges_usnews,1,XGBoost_c1_BAG_L1,XGBoost_r127_BAG_L1
790,NeuralNetFastAI,colleges_usnews,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r115_BAG_L1
791,CatBoost,colleges_usnews,2,CatBoost_c1_BAG_L1,CatBoost_r46_BAG_L1
792,LightGBM,colleges_usnews,2,LightGBM_c1_BAG_L1,LightGBM_r139_BAG_L1
793,LinearModel,colleges_usnews,2,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
794,NeuralNetTorch,colleges_usnews,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r102_BAG_L1
795,RandomForest,colleges_usnews,2,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
796,XGBoost,colleges_usnews,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
797,NeuralNetFastAI,colleges_usnews,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r184_BAG_L1
798,CatBoost,cpu_act,0,CatBoost_c1_BAG_L1,CatBoost_r107_BAG_L1
799,LightGBM,cpu_act,0,LightGBM_c1_BAG_L1,LightGBM_r95_BAG_L1
800,LinearModel,cpu_act,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
801,NeuralNetTorch,cpu_act,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
802,RandomForest,cpu_act,0,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
803,XGBoost,cpu_act,0,XGBoost_c1_BAG_L1,XGBoost_r97_BAG_L1
804,NeuralNetFastAI,cpu_act,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r44_BAG_L1
805,CatBoost,cpu_act,1,CatBoost_c1_BAG_L1,CatBoost_r5_BAG_L1
806,LightGBM,cpu_act,1,LightGBM_c1_BAG_L1,LightGBM_r192_BAG_L1
807,LinearModel,cpu_act,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
808,NeuralNetTorch,cpu_act,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r79_BAG_L1
809,RandomForest,cpu_act,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
810,XGBoost,cpu_act,1,XGBoost_c1_BAG_L1,XGBoost_r97_BAG_L1
811,NeuralNetFastAI,cpu_act,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r88_BAG_L1
812,CatBoost,cpu_act,2,CatBoost_c1_BAG_L1,CatBoost_r87_BAG_L1
813,LightGBM,cpu_act,2,LightGBM_c1_BAG_L1,LightGBM_r24_BAG_L1
814,LinearModel,cpu_act,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
815,NeuralNetTorch,cpu_act,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r1_BAG_L1
816,RandomForest,cpu_act,2,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
817,XGBoost,cpu_act,2,XGBoost_c1_BAG_L1,XGBoost_r142_BAG_L1
818,NeuralNetFastAI,cpu_act,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r141_BAG_L1
819,CatBoost,cpu_small,0,CatBoost_c1_BAG_L1,CatBoost_r39_BAG_L1
820,LightGBM,cpu_small,0,LightGBM_c1_BAG_L1,LightGBM_r106_BAG_L1
821,LinearModel,cpu_small,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
822,NeuralNetTorch,cpu_small,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r179_BAG_L1
823,RandomForest,cpu_small,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
824,XGBoost,cpu_small,0,XGBoost_c1_BAG_L1,XGBoost_r199_BAG_L1
825,NeuralNetFastAI,cpu_small,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r170_BAG_L1
826,CatBoost,cpu_small,1,CatBoost_c1_BAG_L1,CatBoost_r97_BAG_L1
827,LightGBM,cpu_small,1,LightGBM_c1_BAG_L1,LightGBM_r106_BAG_L1
828,LinearModel,cpu_small,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
829,NeuralNetTorch,cpu_small,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r1_BAG_L1
830,RandomForest,cpu_small,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
831,XGBoost,cpu_small,1,XGBoost_c1_BAG_L1,XGBoost_r97_BAG_L1
832,NeuralNetFastAI,cpu_small,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
833,CatBoost,cpu_small,2,CatBoost_c1_BAG_L1,CatBoost_r61_BAG_L1
834,LightGBM,cpu_small,2,LightGBM_c1_BAG_L1,LightGBM_r185_BAG_L1
835,LinearModel,cpu_small,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
836,NeuralNetTorch,cpu_small,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r179_BAG_L1
837,RandomForest,cpu_small,2,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
838,XGBoost,cpu_small,2,XGBoost_c1_BAG_L1,XGBoost_r145_BAG_L1
839,NeuralNetFastAI,cpu_small,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r23_BAG_L1
840,CatBoost,credit-g,0,CatBoost_c1_BAG_L1,CatBoost_r83_BAG_L1
841,LightGBM,credit-g,0,LightGBM_c1_BAG_L1,LightGBM_r104_BAG_L1
842,LinearModel,credit-g,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
843,NeuralNetTorch,credit-g,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r109_BAG_L1
844,RandomForest,credit-g,0,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
845,XGBoost,credit-g,0,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
846,NeuralNetFastAI,credit-g,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r187_BAG_L1
847,CatBoost,credit-g,1,CatBoost_c1_BAG_L1,CatBoost_r151_BAG_L1
848,LightGBM,credit-g,1,LightGBM_c1_BAG_L1,LightGBM_r7_BAG_L1
849,LinearModel,credit-g,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
850,NeuralNetTorch,credit-g,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r83_BAG_L1
851,RandomForest,credit-g,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
852,XGBoost,credit-g,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
853,NeuralNetFastAI,credit-g,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r104_BAG_L1
854,CatBoost,credit-g,2,CatBoost_c1_BAG_L1,CatBoost_r171_BAG_L1
855,LightGBM,credit-g,2,LightGBM_c1_BAG_L1,LightGBM_r19_BAG_L1
856,LinearModel,credit-g,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
857,NeuralNetTorch,credit-g,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r18_BAG_L1
858,RandomForest,credit-g,2,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
859,XGBoost,credit-g,2,XGBoost_c1_BAG_L1,XGBoost_r106_BAG_L1
860,NeuralNetFastAI,credit-g,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r187_BAG_L1
861,CatBoost,cylinder-bands,0,CatBoost_c1_BAG_L1,CatBoost_r10_BAG_L1
862,LightGBM,cylinder-bands,0,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
863,LinearModel,cylinder-bands,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
864,NeuralNetTorch,cylinder-bands,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r104_BAG_L1
865,RandomForest,cylinder-bands,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
866,XGBoost,cylinder-bands,0,XGBoost_c1_BAG_L1,XGBoost_r102_BAG_L1
867,NeuralNetFastAI,cylinder-bands,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r118_BAG_L1
868,CatBoost,cylinder-bands,1,CatBoost_c1_BAG_L1,CatBoost_r47_BAG_L1
869,LightGBM,cylinder-bands,1,LightGBM_c1_BAG_L1,LightGBM_r76_BAG_L1
870,LinearModel,cylinder-bands,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
871,NeuralNetTorch,cylinder-bands,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r2_BAG_L1
872,RandomForest,cylinder-bands,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
873,XGBoost,cylinder-bands,1,XGBoost_c1_BAG_L1,XGBoost_r37_BAG_L1
874,NeuralNetFastAI,cylinder-bands,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r190_BAG_L1
875,CatBoost,cylinder-bands,2,CatBoost_c1_BAG_L1,CatBoost_r185_BAG_L1
876,LightGBM,cylinder-bands,2,LightGBM_c1_BAG_L1,LightGBM_r61_BAG_L1
877,LinearModel,cylinder-bands,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
878,NeuralNetTorch,cylinder-bands,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r66_BAG_L1
879,RandomForest,cylinder-bands,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
880,XGBoost,cylinder-bands,2,XGBoost_c1_BAG_L1,XGBoost_r102_BAG_L1
881,NeuralNetFastAI,cylinder-bands,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r168_BAG_L1
882,CatBoost,delta_ailerons,0,CatBoost_c1_BAG_L1,CatBoost_r142_BAG_L1
883,LightGBM,delta_ailerons,0,LightGBM_c1_BAG_L1,LightGBM_r170_BAG_L1
884,LinearModel,delta_ailerons,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
885,NeuralNetTorch,delta_ailerons,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r48_BAG_L1
886,RandomForest,delta_ailerons,0,RandomForest_c1_BAG_L1,RandomForest_r117_BAG_L1
887,XGBoost,delta_ailerons,0,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
888,NeuralNetFastAI,delta_ailerons,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r44_BAG_L1
889,CatBoost,delta_ailerons,1,CatBoost_c1_BAG_L1,CatBoost_r75_BAG_L1
890,LightGBM,delta_ailerons,1,LightGBM_c1_BAG_L1,LightGBM_r170_BAG_L1
891,LinearModel,delta_ailerons,1,LinearModel_c1_BAG_L1,LinearModel_r46_BAG_L1
892,NeuralNetTorch,delta_ailerons,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r48_BAG_L1
893,RandomForest,delta_ailerons,1,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
894,XGBoost,delta_ailerons,1,XGBoost_c1_BAG_L1,XGBoost_r152_BAG_L1
895,NeuralNetFastAI,delta_ailerons,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
896,CatBoost,delta_ailerons,2,CatBoost_c1_BAG_L1,CatBoost_r180_BAG_L1
897,LightGBM,delta_ailerons,2,LightGBM_c1_BAG_L1,LightGBM_r146_BAG_L1
898,LinearModel,delta_ailerons,2,LinearModel_c1_BAG_L1,LinearModel_r23_BAG_L1
899,NeuralNetTorch,delta_ailerons,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r48_BAG_L1
900,RandomForest,delta_ailerons,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
901,XGBoost,delta_ailerons,2,XGBoost_c1_BAG_L1,XGBoost_r119_BAG_L1
902,NeuralNetFastAI,delta_ailerons,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r53_BAG_L1
903,CatBoost,delta_elevators,0,CatBoost_c1_BAG_L1,CatBoost_r60_BAG_L1
904,LightGBM,delta_elevators,0,LightGBM_c1_BAG_L1,LightGBM_r67_BAG_L1
905,LinearModel,delta_elevators,0,LinearModel_c1_BAG_L1,LinearModel_r7_BAG_L1
906,NeuralNetTorch,delta_elevators,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r143_BAG_L1
907,RandomForest,delta_elevators,0,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
908,XGBoost,delta_elevators,0,XGBoost_c1_BAG_L1,XGBoost_r182_BAG_L1
909,NeuralNetFastAI,delta_elevators,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r99_BAG_L1
910,CatBoost,delta_elevators,1,CatBoost_c1_BAG_L1,CatBoost_r166_BAG_L1
911,LightGBM,delta_elevators,1,LightGBM_c1_BAG_L1,LightGBM_r64_BAG_L1
912,LinearModel,delta_elevators,1,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
913,NeuralNetTorch,delta_elevators,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
914,RandomForest,delta_elevators,1,RandomForest_c1_BAG_L1,RandomForest_r100_BAG_L1
915,XGBoost,delta_elevators,1,XGBoost_c1_BAG_L1,XGBoost_r26_BAG_L1
916,NeuralNetFastAI,delta_elevators,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r145_BAG_L1
917,CatBoost,delta_elevators,2,CatBoost_c1_BAG_L1,CatBoost_r186_BAG_L1
918,LightGBM,delta_elevators,2,LightGBM_c1_BAG_L1,LightGBM_r55_BAG_L1
919,LinearModel,delta_elevators,2,LinearModel_c1_BAG_L1,LinearModel_r16_BAG_L1
920,NeuralNetTorch,delta_elevators,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r63_BAG_L1
921,RandomForest,delta_elevators,2,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
922,XGBoost,delta_elevators,2,XGBoost_c1_BAG_L1,XGBoost_r154_BAG_L1
923,NeuralNetFastAI,delta_elevators,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r137_BAG_L1
924,CatBoost,diabetes,0,CatBoost_c1_BAG_L1,CatBoost_r193_BAG_L1
925,LightGBM,diabetes,0,LightGBM_c1_BAG_L1,LightGBM_r21_BAG_L1
926,LinearModel,diabetes,0,LinearModel_c1_BAG_L1,LinearModel_r14_BAG_L1
927,NeuralNetTorch,diabetes,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
928,RandomForest,diabetes,0,RandomForest_c1_BAG_L1,RandomForest_r108_BAG_L1
929,XGBoost,diabetes,0,XGBoost_c1_BAG_L1,XGBoost_r89_BAG_L1
930,NeuralNetFastAI,diabetes,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r60_BAG_L1
931,CatBoost,diabetes,1,CatBoost_c1_BAG_L1,CatBoost_r51_BAG_L1
932,LightGBM,diabetes,1,LightGBM_c1_BAG_L1,LightGBM_r43_BAG_L1
933,LinearModel,diabetes,1,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
934,NeuralNetTorch,diabetes,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r192_BAG_L1
935,RandomForest,diabetes,1,RandomForest_c1_BAG_L1,RandomForest_r108_BAG_L1
936,XGBoost,diabetes,1,XGBoost_c1_BAG_L1,XGBoost_r152_BAG_L1
937,NeuralNetFastAI,diabetes,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r187_BAG_L1
938,CatBoost,diabetes,2,CatBoost_c1_BAG_L1,CatBoost_r5_BAG_L1
939,LightGBM,diabetes,2,LightGBM_c1_BAG_L1,LightGBM_r42_BAG_L1
940,LinearModel,diabetes,2,LinearModel_c1_BAG_L1,LinearModel_r14_BAG_L1
941,NeuralNetTorch,diabetes,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r200_BAG_L1
942,RandomForest,diabetes,2,RandomForest_c1_BAG_L1,RandomForest_r108_BAG_L1
943,XGBoost,diabetes,2,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
944,NeuralNetFastAI,diabetes,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r102_BAG_L1
945,CatBoost,dresses-sales,0,CatBoost_c1_BAG_L1,CatBoost_r69_BAG_L1
946,LightGBM,dresses-sales,0,LightGBM_c1_BAG_L1,LightGBM_r158_BAG_L1
947,LinearModel,dresses-sales,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
948,NeuralNetTorch,dresses-sales,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r47_BAG_L1
949,RandomForest,dresses-sales,0,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
950,XGBoost,dresses-sales,0,XGBoost_c1_BAG_L1,XGBoost_r184_BAG_L1
951,NeuralNetFastAI,dresses-sales,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
952,CatBoost,dresses-sales,1,CatBoost_c1_BAG_L1,CatBoost_r73_BAG_L1
953,LightGBM,dresses-sales,1,LightGBM_c1_BAG_L1,LightGBM_r197_BAG_L1
954,LinearModel,dresses-sales,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
955,NeuralNetTorch,dresses-sales,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r69_BAG_L1
956,RandomForest,dresses-sales,1,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
957,XGBoost,dresses-sales,1,XGBoost_c1_BAG_L1,XGBoost_r89_BAG_L1
958,NeuralNetFastAI,dresses-sales,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
959,CatBoost,dresses-sales,2,CatBoost_c1_BAG_L1,CatBoost_r148_BAG_L1
960,LightGBM,dresses-sales,2,LightGBM_c1_BAG_L1,LightGBM_r195_BAG_L1
961,LinearModel,dresses-sales,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
