,model,dataset,fold,default_config,tuned_config
962,NeuralNetTorch,dresses-sales,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
963,RandomForest,dresses-sales,2,RandomForest_c1_BAG_L1,RandomForest_r123_BAG_L1
964,XGBoost,dresses-sales,2,XGBoost_c1_BAG_L1,XGBoost_r116_BAG_L1
965,NeuralNetFastAI,dresses-sales,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r82_BAG_L1
966,CatBoost,eeg-eye-state,0,CatBoost_c1_BAG_L1,CatBoost_r147_BAG_L1
967,LightGBM,eeg-eye-state,0,LightGBM_c1_BAG_L1,LightGBM_r35_BAG_L1
968,LinearModel,eeg-eye-state,0,LinearModel_c1_BAG_L1,LinearModel_r9_BAG_L1
969,NeuralNetTorch,eeg-eye-state,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r58_BAG_L1
970,RandomForest,eeg-eye-state,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
971,XGBoost,eeg-eye-state,0,XGBoost_c1_BAG_L1,XGBoost_r144_BAG_L1
972,NeuralNetFastAI,eeg-eye-state,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
973,CatBoost,eeg-eye-state,1,CatBoost_c1_BAG_L1,CatBoost_r119_BAG_L1
974,LightGBM,eeg-eye-state,1,LightGBM_c1_BAG_L1,LightGBM_r91_BAG_L1
975,LinearModel,eeg-eye-state,1,LinearModel_c1_BAG_L1,LinearModel_r29_BAG_L1
976,NeuralNetTorch,eeg-eye-state,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r157_BAG_L1
977,RandomForest,eeg-eye-state,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
978,XGBoost,eeg-eye-state,1,XGBoost_c1_BAG_L1,XGBoost_r4_BAG_L1
979,NeuralNetFastAI,eeg-eye-state,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
980,CatBoost,eeg-eye-state,2,CatBoost_c1_BAG_L1,CatBoost_r119_BAG_L1
981,LightGBM,eeg-eye-state,2,LightGBM_c1_BAG_L1,LightGBM_r91_BAG_L1
982,LinearModel,eeg-eye-state,2,LinearModel_c1_BAG_L1,LinearModel_r35_BAG_L1
983,NeuralNetTorch,eeg-eye-state,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r157_BAG_L1
984,RandomForest,eeg-eye-state,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
985,XGBoost,eeg-eye-state,2,XGBoost_c1_BAG_L1,XGBoost_r141_BAG_L1
986,NeuralNetFastAI,eeg-eye-state,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
987,CatBoost,electricity,0,CatBoost_c1_BAG_L1,CatBoost_r143_BAG_L1
988,LightGBM,electricity,0,LightGBM_c1_BAG_L1,LightGBM_r177_BAG_L1
989,LinearModel,electricity,0,LinearModel_c1_BAG_L1,LinearModel_r47_BAG_L1
990,NeuralNetTorch,electricity,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r22_BAG_L1
991,RandomForest,electricity,0,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
992,XGBoost,electricity,0,XGBoost_c1_BAG_L1,XGBoost_r129_BAG_L1
993,NeuralNetFastAI,electricity,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r7_BAG_L1
994,CatBoost,electricity,1,CatBoost_c1_BAG_L1,CatBoost_r110_BAG_L1
995,LightGBM,electricity,1,LightGBM_c1_BAG_L1,LightGBM_r177_BAG_L1
996,LinearModel,electricity,1,LinearModel_c1_BAG_L1,LinearModel_r38_BAG_L1
997,NeuralNetTorch,electricity,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r61_BAG_L1
998,RandomForest,electricity,1,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
999,XGBoost,electricity,1,XGBoost_c1_BAG_L1,XGBoost_r129_BAG_L1
1000,NeuralNetFastAI,electricity,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r7_BAG_L1
1001,CatBoost,electricity,2,CatBoost_c1_BAG_L1,CatBoost_r110_BAG_L1
1002,LightGBM,electricity,2,LightGBM_c1_BAG_L1,LightGBM_r97_BAG_L1
1003,LinearModel,electricity,2,LinearModel_c1_BAG_L1,LinearModel_r50_BAG_L1
1004,NeuralNetTorch,electricity,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r190_BAG_L1
1005,RandomForest,electricity,2,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1006,XGBoost,electricity,2,XGBoost_c1_BAG_L1,XGBoost_r129_BAG_L1
1007,NeuralNetFastAI,electricity,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r7_BAG_L1
1008,CatBoost,fri_c0_1000_5,0,CatBoost_c1_BAG_L1,CatBoost_r135_BAG_L1
1009,LightGBM,fri_c0_1000_5,0,LightGBM_c1_BAG_L1,LightGBM_r124_BAG_L1
1010,LinearModel,fri_c0_1000_5,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1011,NeuralNetTorch,fri_c0_1000_5,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r154_BAG_L1
1012,RandomForest,fri_c0_1000_5,0,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1013,XGBoost,fri_c0_1000_5,0,XGBoost_c1_BAG_L1,XGBoost_r180_BAG_L1
1014,NeuralNetFastAI,fri_c0_1000_5,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r103_BAG_L1
1015,CatBoost,fri_c0_1000_5,1,CatBoost_c1_BAG_L1,CatBoost_r164_BAG_L1
1016,LightGBM,fri_c0_1000_5,1,LightGBM_c1_BAG_L1,LightGBM_r165_BAG_L1
1017,LinearModel,fri_c0_1000_5,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1018,NeuralNetTorch,fri_c0_1000_5,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r83_BAG_L1
1019,RandomForest,fri_c0_1000_5,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1020,XGBoost,fri_c0_1000_5,1,XGBoost_c1_BAG_L1,XGBoost_r30_BAG_L1
1021,NeuralNetFastAI,fri_c0_1000_5,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
1022,CatBoost,fri_c0_1000_5,2,CatBoost_c1_BAG_L1,CatBoost_r166_BAG_L1
1023,LightGBM,fri_c0_1000_5,2,LightGBM_c1_BAG_L1,LightGBM_r53_BAG_L1
1024,LinearModel,fri_c0_1000_5,2,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1025,NeuralNetTorch,fri_c0_1000_5,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r34_BAG_L1
1026,RandomForest,fri_c0_1000_5,2,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1027,XGBoost,fri_c0_1000_5,2,XGBoost_c1_BAG_L1,XGBoost_r134_BAG_L1
1028,NeuralNetFastAI,fri_c0_1000_5,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r138_BAG_L1
1029,CatBoost,fri_c0_500_5,0,CatBoost_c1_BAG_L1,CatBoost_r171_BAG_L1
1030,LightGBM,fri_c0_500_5,0,LightGBM_c1_BAG_L1,LightGBM_r159_BAG_L1
1031,LinearModel,fri_c0_500_5,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1032,NeuralNetTorch,fri_c0_500_5,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r79_BAG_L1
1033,RandomForest,fri_c0_500_5,0,RandomForest_c1_BAG_L1,RandomForest_r132_BAG_L1
1034,XGBoost,fri_c0_500_5,0,XGBoost_c1_BAG_L1,XGBoost_r159_BAG_L1
1035,NeuralNetFastAI,fri_c0_500_5,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r134_BAG_L1
1036,CatBoost,fri_c0_500_5,1,CatBoost_c1_BAG_L1,CatBoost_r137_BAG_L1
1037,LightGBM,fri_c0_500_5,1,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
1038,LinearModel,fri_c0_500_5,1,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1039,NeuralNetTorch,fri_c0_500_5,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r47_BAG_L1
1040,RandomForest,fri_c0_500_5,1,RandomForest_c1_BAG_L1,RandomForest_r109_BAG_L1
1041,XGBoost,fri_c0_500_5,1,XGBoost_c1_BAG_L1,XGBoost_r68_BAG_L1
1042,NeuralNetFastAI,fri_c0_500_5,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r11_BAG_L1
1043,CatBoost,fri_c0_500_5,2,CatBoost_c1_BAG_L1,CatBoost_r49_BAG_L1
1044,LightGBM,fri_c0_500_5,2,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
1045,LinearModel,fri_c0_500_5,2,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1046,NeuralNetTorch,fri_c0_500_5,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r22_BAG_L1
1047,RandomForest,fri_c0_500_5,2,RandomForest_c1_BAG_L1,RandomForest_r119_BAG_L1
1048,XGBoost,fri_c0_500_5,2,XGBoost_c1_BAG_L1,XGBoost_r95_BAG_L1
1049,NeuralNetFastAI,fri_c0_500_5,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r141_BAG_L1
1050,CatBoost,fri_c1_1000_50,0,CatBoost_c1_BAG_L1,CatBoost_r122_BAG_L1
1051,LightGBM,fri_c1_1000_50,0,LightGBM_c1_BAG_L1,LightGBM_r51_BAG_L1
1052,LinearModel,fri_c1_1000_50,0,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1053,NeuralNetTorch,fri_c1_1000_50,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r98_BAG_L1
1054,RandomForest,fri_c1_1000_50,0,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
1055,XGBoost,fri_c1_1000_50,0,XGBoost_c1_BAG_L1,XGBoost_r191_BAG_L1
1056,NeuralNetFastAI,fri_c1_1000_50,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1057,CatBoost,fri_c1_1000_50,1,CatBoost_c1_BAG_L1,CatBoost_r10_BAG_L1
1058,LightGBM,fri_c1_1000_50,1,LightGBM_c1_BAG_L1,LightGBM_r157_BAG_L1
1059,LinearModel,fri_c1_1000_50,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1060,NeuralNetTorch,fri_c1_1000_50,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1061,RandomForest,fri_c1_1000_50,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1062,XGBoost,fri_c1_1000_50,1,XGBoost_c1_BAG_L1,XGBoost_r189_BAG_L1
1063,NeuralNetFastAI,fri_c1_1000_50,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1064,CatBoost,fri_c1_1000_50,2,CatBoost_c1_BAG_L1,CatBoost_r50_BAG_L1
1065,LightGBM,fri_c1_1000_50,2,LightGBM_c1_BAG_L1,LightGBM_r102_BAG_L1
1066,LinearModel,fri_c1_1000_50,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1067,NeuralNetTorch,fri_c1_1000_50,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1068,RandomForest,fri_c1_1000_50,2,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1069,XGBoost,fri_c1_1000_50,2,XGBoost_c1_BAG_L1,XGBoost_r18_BAG_L1
1070,NeuralNetFastAI,fri_c1_1000_50,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1071,CatBoost,fri_c2_1000_25,0,CatBoost_c1_BAG_L1,CatBoost_r49_BAG_L1
1072,LightGBM,fri_c2_1000_25,0,LightGBM_c1_BAG_L1,LightGBM_r66_BAG_L1
1073,LinearModel,fri_c2_1000_25,0,LinearModel_c1_BAG_L1,LinearModel_r22_BAG_L1
1074,NeuralNetTorch,fri_c2_1000_25,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1075,RandomForest,fri_c2_1000_25,0,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1076,XGBoost,fri_c2_1000_25,0,XGBoost_c1_BAG_L1,XGBoost_r56_BAG_L1
1077,NeuralNetFastAI,fri_c2_1000_25,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r42_BAG_L1
1078,CatBoost,fri_c2_1000_25,1,CatBoost_c1_BAG_L1,CatBoost_r199_BAG_L1
1079,LightGBM,fri_c2_1000_25,1,LightGBM_c1_BAG_L1,LightGBM_r173_BAG_L1
1080,LinearModel,fri_c2_1000_25,1,LinearModel_c1_BAG_L1,LinearModel_r11_BAG_L1
1081,NeuralNetTorch,fri_c2_1000_25,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1082,RandomForest,fri_c2_1000_25,1,RandomForest_c1_BAG_L1,RandomForest_r110_BAG_L1
1083,XGBoost,fri_c2_1000_25,1,XGBoost_c1_BAG_L1,XGBoost_r109_BAG_L1
1084,NeuralNetFastAI,fri_c2_1000_25,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
1085,CatBoost,fri_c2_1000_25,2,CatBoost_c1_BAG_L1,CatBoost_r41_BAG_L1
1086,LightGBM,fri_c2_1000_25,2,LightGBM_c1_BAG_L1,LightGBM_r65_BAG_L1
1087,LinearModel,fri_c2_1000_25,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1088,NeuralNetTorch,fri_c2_1000_25,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1089,RandomForest,fri_c2_1000_25,2,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
1090,XGBoost,fri_c2_1000_25,2,XGBoost_c1_BAG_L1,XGBoost_r117_BAG_L1
1091,NeuralNetFastAI,fri_c2_1000_25,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r1_BAG_L1
1092,CatBoost,fri_c2_500_50,0,CatBoost_c1_BAG_L1,CatBoost_r139_BAG_L1
1093,LightGBM,fri_c2_500_50,0,LightGBM_c1_BAG_L1,LightGBM_r84_BAG_L1
1094,LinearModel,fri_c2_500_50,0,LinearModel_c1_BAG_L1,LinearModel_r31_BAG_L1
1095,NeuralNetTorch,fri_c2_500_50,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r92_BAG_L1
1096,RandomForest,fri_c2_500_50,0,RandomForest_c1_BAG_L1,RandomForest_r129_BAG_L1
1097,XGBoost,fri_c2_500_50,0,XGBoost_c1_BAG_L1,XGBoost_r119_BAG_L1
1098,NeuralNetFastAI,fri_c2_500_50,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
1099,CatBoost,fri_c2_500_50,1,CatBoost_c1_BAG_L1,CatBoost_r51_BAG_L1
1100,LightGBM,fri_c2_500_50,1,LightGBM_c1_BAG_L1,LightGBM_r130_BAG_L1
1101,LinearModel,fri_c2_500_50,1,LinearModel_c1_BAG_L1,LinearModel_r46_BAG_L1
1102,NeuralNetTorch,fri_c2_500_50,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r92_BAG_L1
1103,RandomForest,fri_c2_500_50,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1104,XGBoost,fri_c2_500_50,1,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1105,NeuralNetFastAI,fri_c2_500_50,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
1106,CatBoost,fri_c2_500_50,2,CatBoost_c1_BAG_L1,CatBoost_r193_BAG_L1
1107,LightGBM,fri_c2_500_50,2,LightGBM_c1_BAG_L1,LightGBM_r66_BAG_L1
1108,LinearModel,fri_c2_500_50,2,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1109,NeuralNetTorch,fri_c2_500_50,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r92_BAG_L1
1110,RandomForest,fri_c2_500_50,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1111,XGBoost,fri_c2_500_50,2,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1112,NeuralNetFastAI,fri_c2_500_50,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r143_BAG_L1
1113,CatBoost,fri_c3_1000_10,0,CatBoost_c1_BAG_L1,CatBoost_r163_BAG_L1
1114,LightGBM,fri_c3_1000_10,0,LightGBM_c1_BAG_L1,LightGBM_r110_BAG_L1
1115,LinearModel,fri_c3_1000_10,0,LinearModel_c1_BAG_L1,LinearModel_r10_BAG_L1
1116,NeuralNetTorch,fri_c3_1000_10,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r136_BAG_L1
1117,RandomForest,fri_c3_1000_10,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1118,XGBoost,fri_c3_1000_10,0,XGBoost_c1_BAG_L1,XGBoost_r47_BAG_L1
1119,NeuralNetFastAI,fri_c3_1000_10,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r173_BAG_L1
1120,CatBoost,fri_c3_1000_10,1,CatBoost_c1_BAG_L1,CatBoost_r163_BAG_L1
1121,LightGBM,fri_c3_1000_10,1,LightGBM_c1_BAG_L1,LightGBM_r24_BAG_L1
1122,LinearModel,fri_c3_1000_10,1,LinearModel_c1_BAG_L1,LinearModel_r13_BAG_L1
1123,NeuralNetTorch,fri_c3_1000_10,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r87_BAG_L1
1124,RandomForest,fri_c3_1000_10,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1125,XGBoost,fri_c3_1000_10,1,XGBoost_c1_BAG_L1,XGBoost_r76_BAG_L1
1126,NeuralNetFastAI,fri_c3_1000_10,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r173_BAG_L1
1127,CatBoost,fri_c3_1000_10,2,CatBoost_c1_BAG_L1,CatBoost_r126_BAG_L1
1128,LightGBM,fri_c3_1000_10,2,LightGBM_c1_BAG_L1,LightGBM_r108_BAG_L1
1129,LinearModel,fri_c3_1000_10,2,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1130,NeuralNetTorch,fri_c3_1000_10,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1131,RandomForest,fri_c3_1000_10,2,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1132,XGBoost,fri_c3_1000_10,2,XGBoost_c1_BAG_L1,XGBoost_r52_BAG_L1
1133,NeuralNetFastAI,fri_c3_1000_10,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r173_BAG_L1
1134,CatBoost,fri_c3_1000_25,0,CatBoost_c1_BAG_L1,CatBoost_r136_BAG_L1
1135,LightGBM,fri_c3_1000_25,0,LightGBM_c1_BAG_L1,LightGBM_r190_BAG_L1
1136,LinearModel,fri_c3_1000_25,0,LinearModel_c1_BAG_L1,LinearModel_r26_BAG_L1
1137,NeuralNetTorch,fri_c3_1000_25,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r181_BAG_L1
1138,RandomForest,fri_c3_1000_25,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1139,XGBoost,fri_c3_1000_25,0,XGBoost_c1_BAG_L1,XGBoost_r27_BAG_L1
1140,NeuralNetFastAI,fri_c3_1000_25,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r163_BAG_L1
1141,CatBoost,fri_c3_1000_25,1,CatBoost_c1_BAG_L1,CatBoost_r199_BAG_L1
1142,LightGBM,fri_c3_1000_25,1,LightGBM_c1_BAG_L1,LightGBM_r190_BAG_L1
1143,LinearModel,fri_c3_1000_25,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1144,NeuralNetTorch,fri_c3_1000_25,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r114_BAG_L1
1145,RandomForest,fri_c3_1000_25,1,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1146,XGBoost,fri_c3_1000_25,1,XGBoost_c1_BAG_L1,XGBoost_r20_BAG_L1
1147,NeuralNetFastAI,fri_c3_1000_25,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
1148,CatBoost,fri_c3_1000_25,2,CatBoost_c1_BAG_L1,CatBoost_r5_BAG_L1
1149,LightGBM,fri_c3_1000_25,2,LightGBM_c1_BAG_L1,LightGBM_r24_BAG_L1
1150,LinearModel,fri_c3_1000_25,2,LinearModel_c1_BAG_L1,LinearModel_r11_BAG_L1
1151,NeuralNetTorch,fri_c3_1000_25,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r102_BAG_L1
1152,RandomForest,fri_c3_1000_25,2,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1153,XGBoost,fri_c3_1000_25,2,XGBoost_c1_BAG_L1,XGBoost_r182_BAG_L1
1154,NeuralNetFastAI,fri_c3_1000_25,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
1155,CatBoost,fri_c3_500_10,0,CatBoost_c1_BAG_L1,CatBoost_r136_BAG_L1
1156,LightGBM,fri_c3_500_10,0,LightGBM_c1_BAG_L1,LightGBM_r58_BAG_L1
1157,LinearModel,fri_c3_500_10,0,LinearModel_c1_BAG_L1,LinearModel_r13_BAG_L1
1158,NeuralNetTorch,fri_c3_500_10,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1159,RandomForest,fri_c3_500_10,0,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1160,XGBoost,fri_c3_500_10,0,XGBoost_c1_BAG_L1,XGBoost_r172_BAG_L1
1161,NeuralNetFastAI,fri_c3_500_10,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r127_BAG_L1
1162,CatBoost,fri_c3_500_10,1,CatBoost_c1_BAG_L1,CatBoost_r16_BAG_L1
1163,LightGBM,fri_c3_500_10,1,LightGBM_c1_BAG_L1,LightGBM_r195_BAG_L1
1164,LinearModel,fri_c3_500_10,1,LinearModel_c1_BAG_L1,LinearModel_r30_BAG_L1
1165,NeuralNetTorch,fri_c3_500_10,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r144_BAG_L1
1166,RandomForest,fri_c3_500_10,1,RandomForest_c1_BAG_L1,RandomForest_r195_BAG_L1
1167,XGBoost,fri_c3_500_10,1,XGBoost_c1_BAG_L1,XGBoost_r22_BAG_L1
1168,NeuralNetFastAI,fri_c3_500_10,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r25_BAG_L1
1169,CatBoost,fri_c3_500_10,2,CatBoost_c1_BAG_L1,CatBoost_r49_BAG_L1
1170,LightGBM,fri_c3_500_10,2,LightGBM_c1_BAG_L1,LightGBM_r191_BAG_L1
1171,LinearModel,fri_c3_500_10,2,LinearModel_c1_BAG_L1,LinearModel_r18_BAG_L1
1172,NeuralNetTorch,fri_c3_500_10,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r109_BAG_L1
1173,RandomForest,fri_c3_500_10,2,RandomForest_c1_BAG_L1,RandomForest_r134_BAG_L1
1174,XGBoost,fri_c3_500_10,2,XGBoost_c1_BAG_L1,XGBoost_r54_BAG_L1
1175,NeuralNetFastAI,fri_c3_500_10,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r29_BAG_L1
1176,CatBoost,fri_c3_500_50,0,CatBoost_c1_BAG_L1,CatBoost_r197_BAG_L1
1177,LightGBM,fri_c3_500_50,0,LightGBM_c1_BAG_L1,LightGBM_r41_BAG_L1
1178,LinearModel,fri_c3_500_50,0,LinearModel_c1_BAG_L1,LinearModel_r17_BAG_L1
1179,NeuralNetTorch,fri_c3_500_50,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1180,RandomForest,fri_c3_500_50,0,RandomForest_c1_BAG_L1,RandomForest_r105_BAG_L1
1181,XGBoost,fri_c3_500_50,0,XGBoost_c1_BAG_L1,XGBoost_r33_BAG_L1
1182,NeuralNetFastAI,fri_c3_500_50,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r111_BAG_L1
1183,CatBoost,fri_c3_500_50,1,CatBoost_c1_BAG_L1,CatBoost_r117_BAG_L1
1184,LightGBM,fri_c3_500_50,1,LightGBM_c1_BAG_L1,LightGBM_r1_BAG_L1
1185,LinearModel,fri_c3_500_50,1,LinearModel_c1_BAG_L1,LinearModel_r4_BAG_L1
1186,NeuralNetTorch,fri_c3_500_50,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1187,RandomForest,fri_c3_500_50,1,RandomForest_c1_BAG_L1,RandomForest_r105_BAG_L1
1188,XGBoost,fri_c3_500_50,1,XGBoost_c1_BAG_L1,XGBoost_r67_BAG_L1
1189,NeuralNetFastAI,fri_c3_500_50,1,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r182_BAG_L1
1190,CatBoost,fri_c3_500_50,2,CatBoost_c1_BAG_L1,CatBoost_r95_BAG_L1
1191,LightGBM,fri_c3_500_50,2,LightGBM_c1_BAG_L1,LightGBM_r180_BAG_L1
1192,LinearModel,fri_c3_500_50,2,LinearModel_c1_BAG_L1,LinearModel_r13_BAG_L1
1193,NeuralNetTorch,fri_c3_500_50,2,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r150_BAG_L1
1194,RandomForest,fri_c3_500_50,2,RandomForest_c1_BAG_L1,RandomForest_r114_BAG_L1
1195,XGBoost,fri_c3_500_50,2,XGBoost_c1_BAG_L1,XGBoost_r89_BAG_L1
1196,NeuralNetFastAI,fri_c3_500_50,2,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r111_BAG_L1
1197,CatBoost,fri_c4_500_100,0,CatBoost_c1_BAG_L1,CatBoost_r112_BAG_L1
1198,LightGBM,fri_c4_500_100,0,LightGBM_c1_BAG_L1,LightGBM_r166_BAG_L1
1199,LinearModel,fri_c4_500_100,0,LinearModel_c1_BAG_L1,LinearModel_r17_BAG_L1
1200,NeuralNetTorch,fri_c4_500_100,0,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r148_BAG_L1
1201,RandomForest,fri_c4_500_100,0,RandomForest_c1_BAG_L1,RandomForest_r157_BAG_L1
1202,XGBoost,fri_c4_500_100,0,XGBoost_c1_BAG_L1,XGBoost_r99_BAG_L1
1203,NeuralNetFastAI,fri_c4_500_100,0,NeuralNetFastAI_c1_BAG_L1,NeuralNetFastAI_r41_BAG_L1
1204,CatBoost,fri_c4_500_100,1,CatBoost_c1_BAG_L1,CatBoost_r46_BAG_L1
1205,LightGBM,fri_c4_500_100,1,LightGBM_c1_BAG_L1,LightGBM_r153_BAG_L1
1206,LinearModel,fri_c4_500_100,1,LinearModel_c1_BAG_L1,LinearModel_r14_BAG_L1
1207,NeuralNetTorch,fri_c4_500_100,1,NeuralNetTorch_c1_BAG_L1,NeuralNetTorch_r117_BAG_L1
1208,RandomForest,fri_c4_500_100,1,RandomForest_c1_BAG_L1,RandomForest_r185_BAG_L1
